-DOCSTART- -X- O
via -X- _ O
phone -X- _ O
or -X- _ O
email -X- _ O
is -X- _ O
a -X- _ O
waste -X- _ O
of -X- _ O
time -X- _ O
( -X- _ O
No -X- _ O
Answer -X- _ O
). -X- _ O

Hi -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Latasha -X- _ B-PER
Hughes -X- _ I-PER
and -X- _ O
this -X- _ O
issues -X- _ O
is -X- _ O
concerning -X- _ O
the -X- _ O
transfer -X- _ O
of -X- _ O
$79081 -X- _ B-AMOUNT
on -X- _ O
2020-07-09. -X- _ B-DATE
The -X- _ O
transaction -X- _ O
id -X- _ O
is -X- _ O
BRCV68499999433110. -X- _ B-ID
To -X- _ O
who -X- _ O
it -X- _ O
may -X- _ O
concern. -X- _ O
On -X- _ O
XX/XX/2019 -X- _ O
XXXX -X- _ O
XXXX -X- _ O
PST -X- _ O
I -X- _ O
made -X- _ O
an -X- _ O
international -X- _ O
money -X- _ O
transfer -X- _ O
using -X- _ O
Remitly -X- _ B-ORG
to -X- _ O
a -X- _ O
friend -X- _ O
in -X- _ O
XXXX -X- _ O
in -X- _ O
the -X- _ O
amount -X- _ O
of -X- _ O
$430.00 -X- _ B-AMOUNT
USD -X- _ I-AMOUNT
which -X- _ O
emulated -X- _ O
to -X- _ O
XXXX -X- _ O
in -X- _ O
XXXX -X- _ O
currency. -X- _ O
The -X- _ O
transfer -X- _ O
number -X- _ O
was -X- _ O
[ -X- _ O
Transfer -X- _ O
No. -X- _ O
: -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
]. -X- _ O
the -X- _ O
recipient -X- _ O
didn't -X- _ O
receive -X- _ O
the -X- _ O
transfer -X- _ O
and -X- _ O
called -X- _ O
them -X- _ O
to -X- _ O
notify -X- _ O
the -X- _ O
problem. -X- _ O
They -X- _ O
said -X- _ O
it -X- _ O
went -X- _ O
through -X- _ O
I -X- _ O
should -X- _ O
send -X- _ O
a -X- _ O
bank -X- _ O
statement -X- _ O
as -X- _ O
proof -X- _ O
which -X- _ O
I -X- _ O
did. -X- _ O
Within -X- _ O
8 -X- _ O
days -X- _ O
of -X- _ O
this -X- _ O
still -X- _ O
didn't -X- _ O
hear -X- _ O
from -X- _ O
them. -X- _ O
Made -X- _ O
various -X- _ O
calls -X- _ O
within -X- _ O
this -X- _ O
period -X- _ O
to -X- _ O
resolve -X- _ O
this -X- _ O
but -X- _ O
they -X- _ O
don't -X- _ O
seem -X- _ O
interested. -X- _ O
I -X- _ O
would -X- _ O
like -X- _ O
help -X- _ O
on -X- _ O
how -X- _ O
to -X- _ O
proceed -X- _ O
with -X- _ O
this -X- _ O
matter. -X- _ O
Note -X- _ O
: -X- _ O
password -X- _ O
in -X- _ O
the -X- _ O
uploaded -X- _ O
bank -X- _ O
statement -X- _ O
is -X- _ O
XXXX -X- _ O

I'm -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
status -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
GIIP52133170771806. -X- _ B-ID
My -X- _ O
name -X- _ O
is -X- _ O
Heather -X- _ B-PER
Wheeler -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
made -X- _ O
the -X- _ O
transaction -X- _ O
on -X- _ O
2020-11-25. -X- _ B-DATE
Mr. -X- _ O
XXXX -X- _ O
XXXX -X- _ O
from -X- _ O
BNY -X- _ B-ORG
Mellon -X- _ I-ORG
Investment -X- _ I-ORG
management -X- _ I-ORG
cashed -X- _ O
my -X- _ O
$ -X- _ O
XXXX- -X- _ O
Check -X- _ O
from -X- _ O
XXXX -X- _ O
XXXX -X- _ O
, -X- _ O
with -X- _ O
my -X- _ O
deposit -X- _ O
form -X- _ O
on -X- _ O
XX/XX/2020. -X- _ O
But -X- _ O
he -X- _ O
refused -X- _ O
to -X- _ O
mail -X- _ O
me -X- _ O
my -X- _ O
acct. -X- _ O
Fund -X- _ O
's -X- _ O
new -X- _ O
detail -X- _ O
Statement, -X- _ O
and -X- _ O
repeatedly -X- _ O
to -X- _ O
asking -X- _ O
me -X- _ O
to -X- _ O
sign -X- _ O
distribution -X- _ O
request -X- _ O
form -X- _ O
with -X- _ O
medallion -X- _ O
signature -X- _ O
guarantee. -X- _ O
Despite -X- _ O
he -X- _ O
got -X- _ O
my -X- _ O
distribution -X- _ O
form -X- _ O
with -X- _ O
my -X- _ O
signature -X- _ O
guaranteed -X- _ O
by -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
manager -X- _ O
in -X- _ O
3 -X- _ O
years -X- _ O
ago, -X- _ O
as -X- _ O
to -X- _ O
donate -X- _ O
it -X- _ O
to -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
checking -X- _ O
acct. -X- _ O
at -X- _ O
XXXX -X- _ O
XXXX -X- _ O
and -X- _ O
XXXX -X- _ O
XXXX -X- _ O
indeed -X- _ O
did -X- _ O
it -X- _ O
for -X- _ O
3 -X- _ O
years -X- _ O
already. -X- _ O
Please -X- _ O
ordered -X- _ O
Mr. -X- _ O
XXXX -X- _ O
to -X- _ O
mail -X- _ O
me -X- _ O
my -X- _ O
acct -X- _ O
Fund -X- _ O
's -X- _ O
new -X- _ O
detail -X- _ O
statement -X- _ O
at -X- _ O
once, -X- _ O
and -X- _ O
stop -X- _ O
to -X- _ O
discriminated -X- _ O
me -X- _ O
as -X- _ O
a -X- _ O
multiple -X- _ O
XXXX, -X- _ O
elderly, -X- _ O
XXXX, -X- _ O
XXXX. -X- _ O
Thanks! -X- _ O

I'm -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
status -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
DXFH27850745435418. -X- _ B-ID
My -X- _ O
name -X- _ O
is -X- _ O
Carrie -X- _ B-PER
Schmidt -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
made -X- _ O
the -X- _ O
transaction -X- _ O
on -X- _ O
2021-01-02. -X- _ B-DATE
I -X- _ O
use -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
and -X- _ O
have -X- _ O
a -X- _ O
PNC -X- _ O
credit -X- _ O
card -X- _ O
account. -X- _ O
My -X- _ O
credit -X- _ O
card -X- _ O
was -X- _ O
compromised -X- _ O
and -X- _ O
I -X- _ O
received -X- _ O
a -X- _ O
new -X- _ O
card. -X- _ O
When -X- _ O
I -X- _ O
went -X- _ O
to -X- _ O
update -X- _ O
the -X- _ O
card -X- _ O
on -X- _ O
XXXX -X- _ O
website -X- _ O
XXXX -X- _ O
received -X- _ O
a -X- _ O
message -X- _ O
that -X- _ O
PNC -X- _ O
will -X- _ O
not -X- _ O
allow -X- _ O
them -X- _ O
to -X- _ O
link. -X- _ O

Hello, -X- _ O
I -X- _ O
am -X- _ O
Andrea -X- _ B-PER
Berry -X- _ I-PER
MD -X- _ O
and -X- _ O
I -X- _ O
am -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
transaction -X- _ O
TPPO77566069233502 -X- _ B-ID
made -X- _ O
on -X- _ O
2020-10-11. -X- _ B-DATE
The -X- _ O
value -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
was -X- _ O
$91972. -X- _ B-AMOUNT
I -X- _ O
purchased -X- _ O
XXXX -X- _ O
XXXX -X- _ O
total -X- _ O
of -X- _ O
XXXX -X- _ O
dollars -X- _ O
purchased -X- _ O
from -X- _ O
coinbase -X- _ B-ORG
when -X- _ O
XXXX -X- _ O
was -X- _ O
at -X- _ O
XXXX -X- _ O
dollars -X- _ O
on -X- _ O
Saturday -X- _ O
got -X- _ O
the -X- _ O
purchase -X- _ O
successful -X- _ O
message -X- _ O
and -X- _ O
was -X- _ O
expecting -X- _ O
the -X- _ O
coins -X- _ O
to -X- _ O
be -X- _ O
deposited -X- _ O
as -X- _ O
was -X- _ O
shown -X- _ O
on -X- _ O
successful -X- _ O
message. -X- _ O
Coins -X- _ O
never -X- _ O
showed -X- _ O
up -X- _ O
in -X- _ O
wallet -X- _ O
or -X- _ O
account. -X- _ O
Now -X- _ O
going -X- _ O
value -X- _ O
for -X- _ O
XXXX -X- _ O
is -X- _ O
XXXX -X- _ O
dollars -X- _ O
and -X- _ O
I -X- _ O
am -X- _ O
missing -X- _ O
the -X- _ O
XXXX -X- _ O
coins -X- _ O
I -X- _ O
purchased -X- _ O
and -X- _ O
the -X- _ O
profits -X- _ O
from -X- _ O
the -X- _ O
growth -X- _ O
in -X- _ O
value. -X- _ O
I -X- _ O
am -X- _ O
very -X- _ O
unhappy -X- _ O
that -X- _ O
there -X- _ O
are -X- _ O
no -X- _ O
people -X- _ O
to -X- _ O
talk -X- _ O
to -X- _ O
at -X- _ O
coinbase -X- _ O
and -X- _ O
they -X- _ O
have -X- _ O
yet -X- _ O
to -X- _ O
deposit -X- _ O
the -X- _ O
XXXX -X- _ O
XXXX -X- _ O
I -X- _ O
purchased -X- _ O
as -X- _ O
well -X- _ O
as -X- _ O
as -X- _ O
the -X- _ O
fact -X- _ O
that -X- _ O
I -X- _ O
am -X- _ O
losing -X- _ O
profits -X- _ O
from -X- _ O
the -X- _ O
investment -X- _ O
I -X- _ O
purchased -X- _ O
on -X- _ O
Saturday. -X- _ O
The -X- _ O
resolution -X- _ O
I -X- _ O
want -X- _ O
is -X- _ O
for -X- _ O
them -X- _ O
to -X- _ O
deposit -X- _ O
the -X- _ O
XXXX -X- _ O
XXXX -X- _ O
I -X- _ O
purchased -X- _ O
immediatly. -X- _ O

Hello, -X- _ O
I -X- _ O
am -X- _ O
Laurie -X- _ B-PER
Parsons -X- _ I-PER
and -X- _ O
I -X- _ O
am -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
transaction -X- _ O
VJIW92357490568345 -X- _ B-ID
made -X- _ O
on -X- _ O
2020-08-22. -X- _ B-DATE
The -X- _ O
value -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
was -X- _ O
$96217. -X- _ B-AMOUNT
I -X- _ O
have -X- _ O
a -X- _ O
court -X- _ O
ordered -X- _ O
annuity -X- _ O
guaranteed -X- _ O
the -X- _ O
annuity -X- _ O
payment -X- _ O
$170000.00 -X- _ B-AMOUNT
due -X- _ O
XX/XX/2029 -X- _ O
was -X- _ O
sent -X- _ O
to -X- _ O
Chase -X- _ O
XXXX -X- _ O
$44000.00 -X- _ B-AMOUNT
missing -X- _ O
$130000.00 -X- _ B-AMOUNT
I -X- _ O
contacted -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX -X- _ O
they -X- _ O
disconnected -X- _ O
my -X- _ O
calls -X- _ O
policy -X- _ O
# -X- _ O
XXXX -X- _ O
cant -X- _ O
be -X- _ O
found -X- _ O
on -X- _ O
the -X- _ O
online -X- _ O
resource. -X- _ O
I -X- _ O
notified -X- _ O
the -X- _ O
attorneys -X- _ O
that -X- _ O
filed -X- _ O
the -X- _ O
negligent -X- _ O
lawsuit -X- _ O
in -X- _ O
NJ -X- _ O
XXXX -X- _ O
XXXX. -X- _ O
Ive -X- _ O
since -X- _ O
been -X- _ O
scammed -X- _ O
on -X- _ O
the -X- _ O
internet -X- _ O
filed -X- _ O
an -X- _ O
IC3 -X- _ O
complaint -X- _ O
and -X- _ O
closed -X- _ O
my -X- _ O
chase -X- _ O
bank -X- _ O
account. -X- _ O
Not -X- _ O
sure -X- _ O
why -X- _ O
the -X- _ O
company -X- _ O
is -X- _ O
in -X- _ O
default -X- _ O
of -X- _ O
the -X- _ O
court -X- _ O
order. -X- _ O
There -X- _ O
is -X- _ O
a -X- _ O
gag -X- _ O
order -X- _ O

Hello, -X- _ O
I -X- _ O
am -X- _ O
Mia -X- _ O
Murphy -X- _ O
and -X- _ O
I -X- _ O
am -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
transaction -X- _ O
TWFX30482344255107 -X- _ B-ID
made -X- _ O
on -X- _ O
2021-01-29. -X- _ B-DATE
The -X- _ O
value -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
was -X- _ O
$25629. -X- _ B-AMOUNT
PayPal -X- _ B-ORG
closed -X- _ O
my -X- _ O
account -X- _ O
for -X- _ O
no -X- _ O
reason -X- _ O
and -X- _ O
will -X- _ O
not -X- _ O
help -X- _ O
me -X- _ O
with -X- _ O
getting -X- _ O
it -X- _ O
back -X- _ O
up -X- _ O
and -X- _ O
going. -X- _ O
I'm -X- _ O
not -X- _ O
sure -X- _ O
if -X- _ O
this -X- _ O
is -X- _ O
some -X- _ O
mistake -X- _ O
as -X- _ O
I -X- _ O
assume -X- _ O
it -X- _ O
to -X- _ O
be. -X- _ O
I -X- _ O
have -X- _ O
not -X- _ O
been -X- _ O
able -X- _ O
to -X- _ O
get -X- _ O
help -X- _ O
from -X- _ O
them -X- _ O
for -X- _ O
months -X- _ O
but -X- _ O
I -X- _ O
just -X- _ O
remembered -X- _ O
I -X- _ O
could -X- _ O
file -X- _ O
a -X- _ O
report -X- _ O
on -X- _ O
here -X- _ O
as -X- _ O
I -X- _ O
feel -X- _ O
they -X- _ O
are -X- _ O
not -X- _ O
doing -X- _ O
their -X- _ O
job -X- _ O
and -X- _ O
it -X- _ O
is -X- _ O
affecting -X- _ O
me -X- _ O
a -X- _ O
great -X- _ O
deal -X- _ O
as -X- _ O
I -X- _ O
use -X- _ O
PayPal -X- _ B-ORG
frequently -X- _ O
to -X- _ O
run -X- _ O
my -X- _ O
finances -X- _ O
and -X- _ O
business. -X- _ O
The -X- _ O
email -X- _ O
linked -X- _ O
to -X- _ O
my -X- _ O
PayPal -X- _ B-ORG
account -X- _ O
is -X- _ O
XXXX -X- _ O
XXXX -X- _ O

Hi -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Carolyn -X- _ B-PER
Bullock -X- _ I-PER
and -X- _ O
this -X- _ O
issues -X- _ O
is -X- _ O
concerning -X- _ O
the -X- _ O
transfer -X- _ O
of -X- _ O
$33687 -X- _ B-AMOUNT
on -X- _ O
2020-05-18. -X- _ B-DATE
The -X- _ O
transaction -X- _ O
id -X- _ O
is -X- _ O
YBBR19016071170120. -X- _ B-ID
I -X- _ O
had -X- _ O
transferred -X- _ O
XXXX -X- _ O
over -X- _ O
to -X- _ O
a -X- _ O
XXXX -X- _ O
account -X- _ O
given -X- _ O
to -X- _ O
me -X- _ O
by -X- _ O
a -X- _ O
seller -X- _ O
which -X- _ O
was -X- _ O
supposed -X- _ O
to -X- _ O
sell -X- _ O
me -X- _ O
an -X- _ O
XXXX -X- _ O
XXXX -X- _ O
plus -X- _ O
I -X- _ O
haven't -X- _ O
received -X- _ O
XXXX -X- _ O
XXXX -X- _ O
plus -X- _ O
I -X- _ O
haven't -X- _ O
got -X- _ O
an -X- _ O
email -X- _ O
that -X- _ O
is -X- _ O
going -X- _ O
to -X- _ O
be -X- _ O
delivering -X- _ O
and -X- _ O
I -X- _ O
have -X- _ O
been -X- _ O
scammed -X- _ O
and -X- _ O
I -X- _ O
know -X- _ O
XXXX -X- _ O
which -X- _ O
is -X- _ O
the -X- _ O
payment -X- _ O
are -X- _ O
used -X- _ O
when -X- _ O
not -X- _ O
refund -X- _ O
me -X- _ O
back -X- _ O
my -X- _ O
money -X- _ O
and -X- _ O
if -X- _ O
I -X- _ O
contact -X- _ O
the -X- _ O
bank -X- _ O
I -X- _ O
know -X- _ O
that -X- _ O
they -X- _ O
will -X- _ O
not -X- _ O
be -X- _ O
willing -X- _ O
to -X- _ O
give -X- _ O
me -X- _ O
back -X- _ O
my -X- _ O
money -X- _ O
the -X- _ O
only -X- _ O
way -X- _ O
I -X- _ O
can -X- _ O
reach -X- _ O
out -X- _ O
to -X- _ O
them -X- _ O
for -X- _ O
them -X- _ O
to -X- _ O
give -X- _ O
me -X- _ O
a -X- _ O
courtesy -X- _ O
refund -X- _ O
is -X- _ O
for -X- _ O
me -X- _ O
to -X- _ O
contact -X- _ O
the -X- _ O
Consumer -X- _ O
Finance -X- _ O
which -X- _ O
I'm -X- _ O
doing -X- _ O
right -X- _ O
now -X- _ O

Hi -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Garrett -X- _ B-PER
May -X- _ I-PER
and -X- _ O
this -X- _ O
issues -X- _ O
is -X- _ O
concerning -X- _ O
the -X- _ O
transfer -X- _ O
of -X- _ O
$61003 -X- _ B-AMOUNT
on -X- _ O
2021-03-06. -X- _ B-DATE
The -X- _ O
transaction -X- _ O
id -X- _ O
is -X- _ O
CYIN40424899932866. -X- _ B-ID
PayPal -X- _ B-ORG
closed -X- _ O
my -X- _ O
account -X- _ O
for -X- _ O
no -X- _ O
reason -X- _ O
and -X- _ O
will -X- _ O
not -X- _ O
help -X- _ O
me -X- _ O
with -X- _ O
getting -X- _ O
it -X- _ O
back -X- _ O
up -X- _ O
and -X- _ O
going. -X- _ O
I -X- _ O
am -X- _ O
not -X- _ O
sure -X- _ O
if -X- _ O
this -X- _ O
is -X- _ O
some -X- _ O
mistake -X- _ O
as -X- _ O
I -X- _ O
assume -X- _ O
it -X- _ O
has -X- _ O
to -X- _ O
be. -X- _ O
I -X- _ O
do -X- _ O
XXXX -X- _ O
XXXX -X- _ O
XXXX, -X- _ O
I -X- _ O
am -X- _ O
quite -X- _ O
known -X- _ O
in -X- _ O
the -X- _ O
XXXX -X- _ O
XXXX -X- _ O
and -X- _ O
I -X- _ O
always -X- _ O
deliver -X- _ O
my -X- _ O
commissioned -X- _ O
works -X- _ O
on -X- _ O
time. -X- _ O
I -X- _ O
have -X- _ O
done -X- _ O
nothing -X- _ O
wrong. -X- _ O
I -X- _ O
have -X- _ O
not -X- _ O
been -X- _ O
able -X- _ O
to -X- _ O
get -X- _ O
help -X- _ O
from -X- _ O
them -X- _ O
but -X- _ O
I -X- _ O
just -X- _ O
remembered -X- _ O
I -X- _ O
could -X- _ O
file -X- _ O
a -X- _ O
report -X- _ O
on -X- _ O
here -X- _ O
as -X- _ O
I -X- _ O
feel -X- _ O
they -X- _ O
are -X- _ O
not -X- _ O
doing -X- _ O
their -X- _ O
job -X- _ O
properly -X- _ O
and -X- _ O
it -X- _ O
is -X- _ O
affecting -X- _ O
me -X- _ O
a -X- _ O
great -X- _ O
deal -X- _ O
as -X- _ O
I -X- _ O
use -X- _ O
PayPal -X- _ O
quite -X- _ O
frequently. -X- _ O
My -X- _ O
email -X- _ O
linked -X- _ O
to -X- _ O
my -X- _ O
PayPal -X- _ B-ORG
is -X- _ O
XXXX. -X- _ O

I'm -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
status -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
SVCD80763958069143. -X- _ B-ID
My -X- _ O
name -X- _ O
is -X- _ O
Mr. -X- _ O
Joseph -X- _ B-PER
Flynn -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
made -X- _ O
the -X- _ O
transaction -X- _ O
on -X- _ O
2021-07-10. -X- _ B-DATE
Thanks -X- _ O
we -X- _ O
have -X- _ O
an -X- _ O
account -X- _ O
with -X- _ O
capital -X- _ O
one -X- _ O
bank -X- _ O
credit -X- _ O
card -X- _ O
number -X- _ O
XXXX -X- _ O
and -X- _ O
we -X- _ O
sent -X- _ O
an -X- _ O
total -X- _ O
of -X- _ O
$950.00 -X- _ B-AMOUNT
XXXX -X- _ O
XXXX -X- _ O
and -X- _ O
XXXX -X- _ O
XXXX -X- _ O
dollars -X- _ O
for -X- _ O
the -X- _ O
account, -X- _ O
but -X- _ O
instead -X- _ O
we -X- _ O
never -X- _ O
used -X- _ O
any -X- _ O
of -X- _ O
the -X- _ O
funds -X- _ O
and -X- _ O
in -X- _ O
fact -X- _ O
we -X- _ O
was -X- _ O
locked -X- _ O
out -X- _ O
of -X- _ O
the -X- _ O
account -X- _ O
for -X- _ O
4 -X- _ O
months -X- _ O
now -X- _ O
and -X- _ O
the -X- _ O
crooks -X- _ O
are -X- _ O
still -X- _ O
not -X- _ O
giving -X- _ O
us -X- _ O
our -X- _ O
money. -X- _ O
I -X- _ O
think -X- _ O
they -X- _ O
misplaced -X- _ O
the -X- _ O
funds -X- _ O
and -X- _ O
one -X- _ O
of -X- _ O
the -X- _ O
supervisors -X- _ O
told -X- _ O
me -X- _ O
to -X- _ O
sue. -X- _ O

I'm -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
status -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
MZUS10678997358778. -X- _ B-ID
My -X- _ O
name -X- _ O
is -X- _ O
Pamela -X- _ B-PER
Molina -X- _ I-PER
and -X- _ O
I -X- _ O
have -X- _ O
made -X- _ O
the -X- _ O
transaction -X- _ O
on -X- _ O
2021-07-25. -X- _ B-DATE
PayPal -X- _ B-ORG
- -X- _ O
negative -X- _ O
$1000.00 -X- _ B-AMOUNT
XX/XX/XXXX -X- _ O
Transfer -X- _ O
Loading -X- _ O
transaction -X- _ O
details -X- _ O
for -X- _ O
PayPal -X- _ B-ORG
- -X- _ O
negative -X- _ O
$1000.00 -X- _ B-AMOUNT
XX/XX/XXXX -X- _ O
Transfer -X- _ O
There -X- _ O
is -X- _ O
an -X- _ O
open -X- _ O
dispute -X- _ O
associated -X- _ O
with -X- _ O
this -X- _ O
transaction. -X- _ O
Visit -X- _ O
the -X- _ O
XXXX -X- _ O
XXXX -X- _ O
to -X- _ O
view -X- _ O
status. -X- _ O
Paid -X- _ O
with -X- _ O
Balance -X- _ O
$1000.00 -X- _ B-AMOUNT
Transaction -X- _ O
ID -X- _ O
XXXX -X- _ O
Seller -X- _ O
info -X- _ O
PayPal -X- _ B-ORG
Note -X- _ O
$1000.00 -X- _ B-AMOUNT
USD -X- _ I-AMOUNT
; -X- _ O
PayPal -X- _ B-ORG
Posting -X- _ O
Date -X- _ O
: -X- _ O
XX/XX/2019 -X- _ O
; -X- _ O
Payment -X- _ O
to -X- _ O
: -X- _ O
Paypal -X- _ B-ORG
; -X- _ O
PayPal -X- _ B-ORG
's -X- _ O
damages -X- _ O
caused -X- _ O
by -X- _ O
Acceptable -X- _ O
Use -X- _ O
Policy -X- _ O
violation -X- _ O
My -X- _ O
email -X- _ O
is -X- _ O
XXXX -X- _ O
XXXX -X- _ O

Hello, -X- _ O
I -X- _ O
am -X- _ O
Carrie -X- _ B-PER
Lopez -X- _ I-PER
and -X- _ O
I -X- _ O
am -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
transaction -X- _ O
QQIV58860071655876 -X- _ B-ID
made -X- _ O
on -X- _ O
2021-09-12. -X- _ B-DATE
The -X- _ O
value -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
was -X- _ O
$21323. -X- _ B-AMOUNT
Signing -X- _ O
up -X- _ O
to -X- _ O
XXXX -X- _ O
and -X- _ O
I -X- _ O
am -X- _ O
not -X- _ O
able -X- _ O
to -X- _ O
link -X- _ O
my -X- _ O
bank -X- _ O
account -X- _ O
so -X- _ O
that -X- _ O
I -X- _ O
may -X- _ O
add -X- _ O
funds -X- _ O
to -X- _ O
my -X- _ O
account -X- _ O
to -X- _ O
begin -X- _ O
investing. -X- _ O
When -X- _ O
trying -X- _ O
to -X- _ O
do -X- _ O
so, -X- _ O
the -X- _ O
XXXX -X- _ O
XXXX -X- _ O
informed -X- _ O
me -X- _ O
that -X- _ O
PNC -X- _ O
was -X- _ O
not -X- _ O
allowing -X- _ O
this -X- _ O
to -X- _ O
happen. -X- _ O

Hello, -X- _ O
I -X- _ O
am -X- _ O
Heather -X- _ B-PER
Franklin -X- _ I-PER
and -X- _ O
I -X- _ O
am -X- _ O
inquiring -X- _ O
regarding -X- _ O
the -X- _ O
transaction -X- _ O
XGDU76139030975474 -X- _ B-ID
made -X- _ O
on -X- _ O
2020-01-30. -X- _ B-DATE
The -X- _ O
value -X- _ O
of -X- _ O
the -X- _ O
transaction -X- _ O
was -X- _ O
$93347. -X- _ B-AMOUNT
Dear, -X- _ O
I -X- _ O
have -X- _ O
Paypal -X- _ B-ORG
account -X- _ O
and -X- _ O
amount -X- _ O
of -X- _ O
money -X- _ O
on -X- _ O
Paypal -X- _ B-ORG
balance -X- _ O
from -X- _ O
selling -X- _ O
product. -X- _ O
I -X- _ O
did -X- _ O
withdraw -X- _ O
funds -X- _ O
XXXXUSD -X- _ O
from -X- _ O
my -X- _ O
Paypal -X- _ B-ORG
balance -X- _ O
and -X- _ O
sent -X- _ O
that -X- _ O
money -X- _ O
to -X- _ O
my -X- _ O
XXXX -X- _ O
bank -X- _ O
account -X- _ O
on -X- _ O
1XX/XX/2019 -X- _ O
but -X- _ O
it's -X- _ O
not -X- _ O
successful. -X- _ O
I -X- _ O
lose -X- _ O
XXXX -X- _ O
of -X- _ O
withdrawing -X- _ O
fund -X- _ O
and -X- _ O
XXXX -X- _ O
of -X- _ O
reversing -X- _ O
money -X- _ O
from -X- _ O
my -X- _ O
bank -X- _ O
account.Paypal -X- _ B-ORG
tell -X- _ O
me -X- _ O
to -X- _ O
fix -X- _ O
my -X- _ O
information -X- _ O
on -X- _ O
paypal -X- _ O
website. -X- _ O
I -X- _ O
already -X- _ O
do -X- _ O
that. -X- _ O
I -X- _ O
did -X- _ O
withdraw -X- _ O
funds -X- _ O
XXXXusd -X- _ O
again -X- _ O
on -X- _ O
XX/XX/2019 -X- _ O
and -X- _ O
lose -X- _ O
XXXX -X- _ O
again. -X- _ O
But -X- _ O
until -X- _ O
now -X- _ O
I -X- _ O
still -X- _ O
don't -X- _ O
see -X- _ O
my -X- _ O
money -X- _ O
appear -X- _ O
on -X- _ O
my -X- _ O
XXXX -X- _ O
bank -X- _ O
account -X- _ O
or -X- _ O
reverse -X- _ O
on -X- _ O
my -X- _ O
paypal -X- _ B-ORG
balance. -X- _ O
I -X- _ O
contacted -X- _ O
Paypal -X- _ O
so -X- _ O
many -X- _ O
time -X- _ O
but -X- _ O
they -X- _ O
don't -X- _ O
answer -X- _ O
me. -X- _ O
I -X- _ O
doubt -X- _ O
that -X- _ O
they -X- _ O
are -X- _ O
appropriating -X- _ O
funds. -X- _ O
Please -X- _ O
help -X- _ O
me. -X- _ O
Thank -X- _ O
you -X- _ O
very -X- _ O
much. -X- _ O

Hi -X- _ O
my -X- _ O
name -X- _ O
is -X- _ O
Laura -X- _ B-PER
Robbins -X- _ I-PER
and -X- _ O
this -X- _ O
issues -X- _ O
is -X- _ O
concerning -X- _ O
the -X- _ O
transfer -X- _ O
of -X- _ O
$62052 -X- _ B-AMOUNT
on -X- _ O
2021-01-31. -X- _ B-DATE
The -X- _ O
transaction -X- _ O
id -X- _ O
is -X- _ O
DFHT40062677641458. -X- _ B-ID
My -X- _ O
information -X- _ O
has -X- _ O
been -X- _ O
breached, -X- _ O
everyone -X- _ O
knows -X- _ O
it -X- _ O
... -X- _ O
everyone -X- _ O
is -X- _ O
taking -X- _ O
full -X- _ O
advantage -X- _ O
of -X- _ O
it -X- _ O
and -X- _ O
even -X- _ O
trying -X- _ O
to -X- _ O
get -X- _ O
a -X- _ O
loan, -X- _ O
claim, -X- _ O
Grant -X- _ O
in -X- _ O
my -X- _ O
name. -X- _ O
It's -X- _ O
real -X- _ O
hard -X- _ O
due -X- _ O
to -X- _ O
the -X- _ O
fact -X- _ O
that -X- _ O
my -X- _ O
own -X- _ O
family+friends -X- _ O
betrayed -X- _ O
me. -X- _ O
I -X- _ O
haven't -X- _ O
made -X- _ O
one -X- _ O
claim -X- _ O
get -X- _ O
but -X- _ O
XXXX -X- _ O
XXXX -X- _ O
and -X- _ O
citi -X- _ O
bank -X- _ O
both -X- _ O
want -X- _ O
to -X- _ O
act -X- _ O
like -X- _ O
it's -X- _ O
not -X- _ O
going -X- _ O
